is_practice,is_control,cost_matrix,payoff_matrix,weights,trial_num,nudge_index,trial_type,participant_id,selected_option,gross_earnings,net_earnings,uncovered_values,completion_tokens,prompt_tokens,total_tokens,reasoning_tokens,sum_reasoning_tokens,mean_reasoning_tokens,nudge,cot,source,fs,Unnamed: 0,type,original_item_cost,highlight_cost,click_values,original_cost_matrix,final_cost_matrix,highlight_weight,weights_deviation,click_cost,num_values_revealed,num_options,num_features,reaction_time,points_click_cost,points_action_utility,points_metalevel_reward,highlight_index,selected_option_highlight_value,trial_index,time_elapsed,nudge_highlighted_values_are_even,highlight_value,maximized_highlighted_option,highlight_num_clicks,highlight_weight_check,highlight_num_reveals,weights_sum,n_prizes,n_baskets,idiosyncracy,n_uncovered,highlight_reveals,is_first_index_nudged,optimal_option
False,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[8, 5, 3, 7, 6], [8, 3, 2, 7, 5], [4, 6, 6, 9, 4]]","[20, 7, 3]",9,0,traffic-light-mouselab,118,0,0.0759999992399999,0.07233333261,"[0, 1, 2, 3, 4, 5, 10]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,20.0,7,5,True,0
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[2, 5, 4, 3, 8], [6, 5, 4, 5, 6], [3, 5, 7, 7, 6]]","[9, 8, 13]",10,0,traffic-light-mouselab,118,2,0.0529999994699999,0.0449999995499999,"[10, 11, 12, 13, 2, 7, 3, 8]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,3,5,6.0,8,2,False,4
False,False,"[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[6, 6, 3, 6, 4], [5, 4, 5, 4, 5], [6, 6, 8, 4, 3]]","[6, 12, 12]",11,1,traffic-light-mouselab,118,0,0.0559999994399999,0.05233333281,"[5, 6, 7, 8, 9, 10, 0]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,5,8.0,7,5,True,2
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 5, 6, 6, 7], [8, 6, 6, 6, 4], [4, 4, 4, 4, 6]]","[2, 1, 27]",12,2,traffic-light-mouselab,118,4,0.0599999994,0.0549999994499999,"[10, 11, 12, 13, 14]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,34.0,5,5,True,4
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[4, 8, 5, 4, 7], [6, 6, 3, 5, 6], [4, 5, 6, 4, 7]]","[8, 7, 15]",13,2,traffic-light-mouselab,118,4,0.06766666599,0.06066666606,"[10, 11, 12, 13, 14, 4, 9]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,10.0,7,5,True,4
False,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[4, 2, 7, 7, 4], [7, 6, 0, 5, 6], [4, 4, 4, 5, 6]]","[4, 10, 16]",14,0,traffic-light-mouselab,118,3,0.05266666614,0.04733333286,"[0, 1, 2, 7, 12, 3, 8, 13]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,12.0,8,4,True,4
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[7, 6, 8, 7, 4], [3, 2, 5, 6, 7], [4, 5, 5, 5, 3]]","[7, 5, 18]",15,2,traffic-light-mouselab,118,2,0.0569999994299999,0.05133333282,"[10, 11, 12, 13, 14, 1, 6, 2, 7]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,5,16.0,9,5,True,2
False,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[1, 5, 4, 5, 6], [7, 6, 6, 5, 4], [5, 6, 7, 7, 3]]","[6, 20, 4]",16,0,traffic-light-mouselab,118,4,0.04266666624,0.0389999996099999,"[0, 1, 2, 3, 4, 9, 14]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,20.0,7,5,True,1
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 6, 5, 3, 4], [5, 5, 6, 5, 6], [3, 7, 4, 7, 8]]","[4, 3, 23]",17,2,traffic-light-mouselab,118,1,0.066666666,0.06266666604,"[10, 11, 1, 6]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,26.0,4,2,True,4
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[4, 3, 6, 5, 8], [7, 1, 2, 6, 5], [8, 5, 8, 6, 5]]","[2, 4, 24]",18,2,traffic-light-mouselab,118,0,0.0759999992399999,0.07233333261,"[10, 11, 12, 13, 14, 0, 5]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,28.0,7,5,True,0
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[4, 3, 5, 5, 5], [4, 7, 3, 6, 3], [6, 4, 5, 6, 8]]","[4, 21, 5]",19,2,traffic-light-mouselab,118,1,0.05966666607,0.05466666612,"[5, 6, 7, 8, 9]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,3,5,22.0,5,0,False,1
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 3, 5, 5, 8], [5, 5, 5, 6, 8], [6, 8, 3, 3, 8]]","[7, 16, 7]",20,2,traffic-light-mouselab,118,4,0.0799999991999999,0.0749999992499999,"[5, 6, 7, 8, 9]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,12.0,5,0,False,4
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[4, 7, 7, 3, 5], [4, 5, 3, 3, 5], [7, 7, 4, 6, 5]]","[2, 7, 21]",21,2,traffic-light-mouselab,118,0,0.06099999939,0.0559999994399999,"[10, 11, 12, 13, 14]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,22.0,5,5,True,1
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[2, 6, 6, 4, 7], [4, 6, 10, 5, 7], [10, 3, 6, 6, 5]]","[5, 3, 22]",22,2,traffic-light-mouselab,118,0,0.08066666586,0.0769999992299999,"[10, 11, 12, 13, 14, 0, 5]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,3,5,24.0,7,5,True,0
False,False,"[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[7, 9, 2, 5, 4], [4, 5, 4, 6, 5], [5, 5, 6, 6, 5]]","[3, 10, 17]",23,1,traffic-light-mouselab,118,3,0.05899999941,0.0553333327799999,"[5, 6, 7, 8, 9, 3, 13]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,14.0,7,5,True,3
False,False,"[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[4, 6, 5, 4, 6], [6, 7, 5, 5, 5], [5, 4, 8, 4, 6]]","[16, 2, 12]",24,1,traffic-light-mouselab,118,1,0.05266666614,0.0489999995099999,"[5, 6, 7, 8, 9, 1, 11]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,16.0,7,5,True,2
False,False,"[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[6, 3, 7, 4, 5], [4, 5, 3, 1, 7], [5, 4, 7, 3, 4]]","[11, 14, 5]",25,1,traffic-light-mouselab,118,4,0.05766666609,0.0539999994599999,"[5, 6, 7, 8, 9, 4, 14]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,10.0,7,5,True,4
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[6, 3, 7, 6, 6], [3, 5, 8, 3, 9], [7, 4, 4, 6, 4]]","[17, 3, 10]",26,1,traffic-light-mouselab,118,2,0.06099999939,0.0559999994399999,"[0, 1, 2, 7, 12]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,14.0,5,1,False,2
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 4, 4, 5, 3], [6, 5, 7, 4, 3], [5, 4, 6, 5, 6]]","[11, 17, 2]",27,0,traffic-light-mouselab,118,2,0.0583333327499999,0.05133333282,"[5, 6, 7, 8, 9, 2, 12]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,3,5,16.0,7,1,False,2
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[5, 5, 7, 4, 5], [6, 5, 7, 8, 5], [9, 4, 4, 8, 7]]","[1, 1, 28]",28,2,traffic-light-mouselab,118,0,0.08766666579,0.0859999991399999,"[10, 11, 12, 13, 14]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,3,5,36.0,5,5,True,0
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 2, 6, 6, 4], [3, 4, 4, 7, 5], [4, 6, 5, 6, 2]]","[1, 20, 9]",29,0,traffic-light-mouselab,118,3,0.066666666,0.05966666607,"[5, 6, 7, 8, 9, 3, 13]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,20.0,7,1,False,3
False,False,"[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[0, 7, 7, 4, 3], [5, 5, 3, 5, 5], [5, 4, 4, 6, 6]]","[1, 26, 3]",30,1,traffic-light-mouselab,118,0,0.04833333285,0.04466666622,"[5, 6, 7, 8, 9, 0, 10]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,5,32.0,7,5,True,3
True,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[8, 6, 4, 5, 3], [6, 6, 4, 5, 6], [5, 6, 5, 4, 7]]","[7, 6, 17]",1,1,traffic-light-mouselab,1,4,0.05866666608,0.05166666615,"[10, 11, 12, 13, 14, 4, 9]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,14.0,7,1,False,1
True,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[8, 3, 5, 6, 4], [6, 4, 7, 4, 5], [4, 9, 4, 5, 6]]","[13, 12, 5]",2,0,traffic-light-mouselab,1,0,0.06533333268,0.06166666605,"[0, 1, 2, 3, 4, 5, 10]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,10.0,7,5,True,0
False,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 6, 5, 6, 8], [3, 4, 5, 5, 4], [7, 3, 4, 6, 6]]","[13, 10, 7]",3,0,traffic-light-mouselab,1,4,0.06199999938,0.0583333327499999,"[0, 1, 2, 3, 4, 9, 14]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,6.0,7,5,True,4
False,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 7, 3, 5, 1], [5, 5, 3, 6, 3], [6, 4, 4, 5, 4]]","[1, 9, 20]",4,0,traffic-light-mouselab,1,0,0.0566666661,0.0509999994899999,"[0, 1, 2, 3, 4, 11, 6, 5, 10]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,5,20.0,9,5,True,0
False,False,"[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[9, 2, 4, 4, 5], [4, 7, 7, 5, 10], [5, 8, 4, 5, 5]]","[13, 7, 10]",5,1,traffic-light-mouselab,1,4,0.06166666605,0.05799999942,"[5, 6, 7, 8, 9, 4, 14]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,3,5,6.0,7,5,True,0
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[6, 3, 4, 8, 3], [4, 6, 6, 5, 5], [3, 5, 3, 9, 5]]","[12, 9, 9]",6,2,traffic-light-mouselab,1,3,0.0739999992599999,0.07066666596,"[10, 11, 12, 13, 3, 8]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,3,5,4.0,6,4,True,3
False,False,"[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[4, 5, 7, 3, 6], [5, 4, 7, 6, 8], [5, 4, 4, 7, 6]]","[2, 25, 3]",7,1,traffic-light-mouselab,1,4,0.0766666659,0.0749999992499999,"[5, 6, 7, 8, 9]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,30.0,5,5,True,4
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[4, 8, 4, 4, 4], [4, 8, 6, 5, 6], [5, 3, 5, 6, 5]]","[24, 2, 4]",8,2,traffic-light-mouselab,1,1,0.0733333326,0.06933333264,"[0, 1, 6, 11]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,5,28.0,4,1,False,1
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[4, 6, 5, 9, 4], [6, 7, 6, 4, 6], [8, 5, 3, 6, 4]]","[4, 2, 24]",9,2,traffic-light-mouselab,1,0,0.0733333326,0.06833333265,"[10, 11, 12, 13, 14]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,28.0,5,5,True,0
False,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 3, 6, 7, 5], [7, 5, 5, 6, 5], [7, 6, 5, 7, 6]]","[19, 3, 8]",10,0,traffic-light-mouselab,1,3,0.0689999993099999,0.06533333268,"[0, 1, 2, 3, 4, 8, 13]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,18.0,7,5,True,3
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[4, 5, 7, 8, 4], [4, 6, 5, 4, 7], [8, 8, 5, 7, 6]]","[2, 2, 26]",11,2,traffic-light-mouselab,1,0,0.07466666592,0.06966666597,"[10, 11, 12, 13, 14]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,32.0,5,5,True,1
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[8, 5, 3, 1, 5], [3, 4, 7, 4, 6], [5, 3, 5, 4, 6]]","[14, 11, 5]",12,2,traffic-light-mouselab,1,4,0.0553333327799999,0.05366666613,"[10, 11, 12, 13, 14]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,10.0,5,5,True,0
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[7, 5, 4, 8, 6], [5, 4, 5, 4, 6], [4, 1, 5, 7, 5]]","[1, 9, 20]",13,2,traffic-light-mouselab,1,3,0.0613333327199999,0.0543333327899999,"[10, 11, 12, 13, 14, 8, 3]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,20.0,7,5,True,3
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 1, 5, 5, 4], [3, 4, 1, 6, 3], [6, 7, 5, 2, 7]]","[3, 17, 10]",14,2,traffic-light-mouselab,1,3,0.04566666621,0.04066666626,"[5, 6, 7, 8, 9]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,5,14.0,5,0,False,1
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 6, 9, 4, 8], [4, 6, 4, 5, 5], [6, 3, 4, 7, 6]]","[11, 12, 7]",15,1,traffic-light-mouselab,1,1,0.0529999994699999,0.0479999995199999,"[5, 6, 7, 8, 9]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,6.0,5,5,True,4
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[6, 5, 6, 2, 3], [7, 3, 6, 4, 5], [5, 6, 7, 6, 6]]","[4, 16, 10]",16,1,traffic-light-mouselab,1,0,0.06199999938,0.0549999994499999,"[5, 6, 7, 8, 9, 0, 10]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,12.0,7,5,True,2
False,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[6, 6, 4, 4, 5], [4, 5, 5, 7, 7], [7, 5, 4, 4, 9]]","[21, 7, 2]",17,0,traffic-light-mouselab,1,1,0.0569999994299999,0.05133333282,"[0, 1, 2, 3, 4, 5, 10, 6, 11]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,22.0,9,5,True,4
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[3, 6, 5, 4, 4], [6, 4, 4, 2, 8], [5, 4, 3, 5, 6]]","[3, 12, 15]",18,2,traffic-light-mouselab,1,4,0.0659999993399999,0.06433333269,"[10, 11, 12, 13, 14]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,14.0,5,5,True,4
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[6, 3, 6, 3, 2], [6, 3, 3, 3, 8], [7, 4, 2, 3, 8]]","[6, 22, 2]",19,1,traffic-light-mouselab,1,4,0.0679999993199999,0.06299999937,"[5, 6, 7, 8, 9]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,24.0,5,5,True,4
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 5, 7, 7, 4], [6, 7, 3, 2, 5], [3, 0, 5, 7, 4]]","[8, 20, 2]",20,2,traffic-light-mouselab,1,1,0.0599999994,0.0499999994999999,"[5, 6, 7, 1, 11, 0, 10, 8, 3, 13]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3,5,20.0,10,3,False,1
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 5, 5, 4, 6], [6, 5, 7, 5, 5], [4, 7, 1, 7, 1]]","[9, 15, 6]",21,2,traffic-light-mouselab,1,0,0.0529999994699999,0.0499999994999999,"[5, 0, 10]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,3,5,10.0,3,1,False,1
False,False,"[[3, 3, 3, 3, 3], [1, 1, 1, 1, 1], [3, 3, 3, 3, 3]]","[[6, 5, 4, 8, 7], [5, 4, 3, 3, 2], [4, 6, 5, 8, 4]]","[6, 17, 7]",22,1,traffic-light-mouselab,1,0,0.04966666617,0.0439999995599999,"[5, 6, 7, 8, 9, 0, 10, 1, 11]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,3,5,14.0,9,5,True,3
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[7, 5, 6, 10, 6], [6, 4, 1, 7, 7], [7, 4, 6, 10, 9]]","[3, 4, 23]",23,2,traffic-light-mouselab,1,3,0.0959999990399999,0.09433333239,"[10, 11, 12, 13, 14]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,3,5,26.0,5,5,True,3
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 6, 8, 6, 3], [6, 8, 5, 4, 4], [2, 6, 7, 5, 6]]","[11, 18, 1]",24,1,traffic-light-mouselab,1,1,0.0719999992799999,0.0669999993299999,"[5, 6, 7, 8, 9]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,18.0,5,5,True,1
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[7, 7, 6, 4, 7], [4, 5, 7, 10, 4], [4, 4, 3, 6, 5]]","[28, 1, 1]",25,0,traffic-light-mouselab,1,0,0.0679999993199999,0.06299999937,"[0, 1, 2, 3, 4]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,36.0,5,5,True,1
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[4, 5, 5, 6, 6], [4, 4, 4, 5, 7], [8, 2, 5, 8, 6]]","[15, 7, 8]",26,2,traffic-light-mouselab,1,3,0.06299999937,0.0529999994699999,"[0, 1, 2, 6, 7, 11, 12, 3, 8, 13]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,3,5,10.0,10,3,False,3
False,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[5, 8, 3, 1, 6], [5, 3, 6, 5, 5], [7, 4, 3, 5, 6]]","[15, 14, 1]",27,1,traffic-light-mouselab,1,1,0.0553333327799999,0.05133333282,"[0, 1, 6, 11]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,5,18.0,4,1,False,1
False,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[6, 6, 4, 3, 5], [6, 5, 6, 7, 6], [6, 6, 3, 7, 1]]","[11, 6, 13]",28,0,traffic-light-mouselab,1,0,0.0599999994,0.0563333327699999,"[0, 1, 2, 3, 4, 10, 5]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,8.0,7,5,True,0
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[7, 3, 9, 8, 7], [8, 6, 7, 6, 3], [7, 5, 6, 4, 4]]","[1, 2, 27]",29,2,traffic-light-mouselab,1,0,0.07066666596,0.0689999993099999,"[10, 11, 12, 13, 14]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,34.0,5,5,True,0
False,False,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [1, 1, 1, 1, 1]]","[[8, 7, 3, 4, 7], [6, 8, 5, 3, 6], [5, 6, 5, 4, 2]]","[13, 14, 3]",30,2,traffic-light-mouselab,1,1,0.07366666593,0.0699999992999999,"[10, 11, 12, 13, 14, 1, 6]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,14.0,7,5,True,1
True,True,"[[3, 3, 3, 3, 3], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[7, 2, 7, 6, 8], [4, 2, 6, 5, 6], [3, 6, 5, 9, 5]]","[13, 2, 15]",1,1,traffic-light-mouselab,55,2,0.0593333327399999,0.05233333281,"[10, 0, 11, 1, 12, 2, 7]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,3,5,16.0,7,1,False,3
True,False,"[[1, 1, 1, 1, 1], [3, 3, 3, 3, 3], [3, 3, 3, 3, 3]]","[[3, 6, 5, 4, 7], [4, 8, 7, 4, 5], [8, 6, 1, 4, 7]]","[4, 23, 3]",2,0,traffic-light-mouselab,55,4,0.05466666612,0.0509999994899999,"[0, 1, 2, 3, 4, 9, 14]",[],[],[],[],0.0,0.0,highlight,False,gemini/gemini-2.5-flash,12,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,3,5,26.0,7,5,True,1
